K	delta	b	NashE	NashR	CS01	CS12	TS01	TS12	Coop01	Coop12
0	1.1	0.16	1.72	1.94	0.98	2.62	1.38	2.28	1.6	2.06
0	1.1	0.17	1.72	1.96	0.86	2.72	1.34	2.34	1.58	2.08
0	1.1	0.18	1.74	1.96	0.74	2.84	1.3	2.4	1.58	2.08
0	1.1	0.19	1.74	1.98	0.62	2.98	1.26	2.46	1.58	2.08
0	1.1	0.2	1.76	2	0.48	3.12	1.22	2.54	1.58	2.1
0	1.1	0.21	1.76	2	0.34	3.26	1.18	2.6	1.6	2.1
0	1.1	0.22	1.78	2.02	0.2	3.4	1.14	2.68	1.6	2.1
0	1.1	0.23	1.8	2.04	0.06	3.56	1.08	2.74	1.6	2.08
0	1.1	0.24	1.82	2.04	0	3.72	1.04	2.82	1.62	2.08
0	1.1	0.25	1.84	2.06	0	3.88	1	2.9	1.62	2.06
0	1.1	0.26	1.86	2.08	0	4.06	0.94	2.98	1.64	2.06
0	1.1	0.27	1.88	2.1	0	4.26	0.9	3.08	1.66	2.04
0	1.1	0.28	1.92	2.1	0	4.44	0.84	3.16	1.66	2
0	1.1	0.29	1.94	2.12	0	4.64	0.8	3.26	1.68	1.98
0	1.1	0.3	1.98	2.14	0	4.86	0.74	3.36	1.7	1.94
0	1.1	0.31	2.02	2.16	0	5.06	0.7	3.46	1.72	1.9
0	1.1	0.32	2.04	2.18	0	5.3	0.64	3.56	1.76	1.86
0	1.1	0.33	2.08	2.2	0	5.52	0.58	3.68	1.78	1.8
0	1.1	0.34	2.12	2.22	0	5.76	0.54	3.78	1.78	1.78
0	1.1	0.35	2.18	2.24	0	6	0.48	3.9	1.78	1.78
0	1.1	0.36	2.22	2.26	0	6.26	0.42	4.02	1.78	1.78
0	1.1	0.37	2.28	2.3	0	6.52	0.38	4.14	1.78	1.78
0	1.1	0.38	2.32	2.32	0	6.78	0.32	4.28	1.78	1.78
0	1.1	0.39	2.38	2.34	0	7.06	0.26	4.4	1.78	1.78
0	1.1	0.4	2.44	2.38	0	7.36	0.2	4.54	1.78	1.78
0	1.1	0.41	2.5	2.4	0	7.64	0.14	4.68	1.78	1.78
0	1.1	0.42	2.58	2.44	0	7.96	0.1	4.82	1.78	1.78
0	1.1	0.43	2.64	2.46	0	8.26	0.04	4.98	1.78	1.78
0	1.1	0.44	2.72	2.5	0	8.6	0	5.14	1.78	1.78
0	1.1	0.45	2.8	2.54	0	8.92	0	5.3	1.78	1.78
0	1.1	0.46	2.88	2.58	0	9.28	0	5.46	1.78	1.78
0	1.1	0.47	2.96	2.62	0	9.64	0	5.62	1.78	1.78
0	1.1	0.48	3.04	2.66	0	10	0	5.8	1.78	1.78
0	1.1	0.49	3.14	2.7	0	10.38	0	5.98	1.78	1.78
0	1.1	0.5	3.24	2.74	0	10.78	0	6.16	1.78	1.78
0	1.1	0.51	3.34	2.8	0	11.18	0	6.36	1.78	1.78
0	1.1	0.52	3.44	2.84	0	11.6	0	6.56	1.78	1.78
0	1.1	0.53	3.54	2.9	0	12.04	0	6.76	1.78	1.78
0	1.1	0.54	3.66	2.96	0	12.48	0	6.96	1.78	1.78
0	1.1	0.55	3.78	3.02	0	12.96	0	7.18	1.78	1.78
0	1.1	0.56	3.9	3.08	0	13.36	0	7.4	1.78	1.78
0	1.1	0.57	4.02	3.14	0	13.74	0	7.62	1.78	1.78
0	1.1	0.58	4.16	3.22	0	14.18	0	7.86	1.78	1.78
0	1.1	0.59	4.28	3.28	0	14.6	0	8.1	1.78	1.78
0	1.1	0.6	4.42	3.36	0	15.04	0	8.34	1.78	1.78
0	1.1	0.61	4.58	3.44	0	15.46	0	8.6	1.78	1.78
0	1.1	0.62	4.72	3.52	0	15.9	0	8.86	1.78	1.78
0	1.1	0.63	4.88	3.62	0	16.36	0	9.12	1.78	1.78
0	1.1	0.64	5.04	3.7	0	16.8	0	9.4	1.78	1.78
0	1.1	0.65	5.22	3.8	0	17.26	0	9.68	1.78	1.78
0	1.1	0.66	5.38	3.9	0	17.74	0	9.98	1.78	1.78
0	1.1	0.67	5.58	4.02	0	18.22	0	10.28	1.78	1.78
0	1.1	0.68	5.76	4.14	0	18.66	0	10.58	1.78	1.78
0	1.1	0.69	5.96	4.24	0	19.18	0	10.86	1.78	1.78
0	1.1	0.7	6.16	4.38	0	19.64	0	11.14	1.78	1.78
0	1.1	0.71	6.36	4.5	0	20	0	11.42	1.78	1.78
0	1.1	0.72	6.58	4.64	0	20	0	11.72	1.78	1.78
0	1.1	0.73	6.8	4.78	0	20	0	12.02	1.78	1.78
0	1.1	0.74	7.04	4.94	0	20	0	12.3	1.78	1.78
0	1.1	0.75	7.28	5.1	0	20	0	12.6	1.78	1.78
0	1.1	0.76	7.52	5.26	0	20	0	12.92	1.78	1.78
0	1.1	0.77	7.78	5.42	0	20	0	13.22	1.78	1.78
0	1.1	0.78	8.06	5.6	0	20	0	13.52	1.78	1.78
0	1.1	0.79	8.34	5.8	0	20	0	13.84	1.78	1.78
0	1.1	0.8	8.6	5.98	0	20	0	14.16	1.78	1.78
0	1.1	0.81	8.86	6.18	0	20	0	14.48	1.78	1.78
0	1.1	0.82	9.12	6.38	0	20	0	14.8	1.78	1.78
0	1.1	0.83	9.4	6.6	0	20	0	15.12	1.78	1.78
0	1.1	0.84	9.66	6.82	0	20	0	15.44	1.78	1.78
0	1.1	0.85	9.94	7.06	0	20	0	15.78	1.78	1.78
0	1.1	0.86	10.22	7.28	0	20	0	16.12	1.78	1.78
0	1.1	0.87	10.52	7.52	0	20	0	16.44	1.78	1.78
0	1.1	0.88	10.82	7.78	0	20	0	16.78	1.78	1.78
0	1.1	0.89	11.12	8.02	0	20	0	17.1	1.78	1.78
0	1.1	0.9	11.42	8.28	0	20	0	17.44	1.78	1.78
0	1.1	0.91	11.74	8.56	0	20	0	17.76	1.78	1.78
0	1.1	0.92	12.04	8.82	0	20	0	18.12	1.78	1.78
0	1.1	0.93	12.36	9.1	0	20	0	18.46	1.78	1.78
0	1.1	0.94	12.68	9.38	0	20	0	18.82	1.78	1.78
0	1.1	0.95	13	9.68	0	20	0	19.14	1.78	1.78
0	1.1	0.96	13.34	9.96	0	20	0	19.48	1.78	1.78
0	1.1	0.97	13.68	10.26	0	20	0	19.82	1.78	1.78
0	1.1	0.98	14.02	10.56	0	20	0	20	1.78	1.78
0	1.1	0.99	14.38	10.86	0	20	0	20	1.78	1.78
0	1.1	1	14.72	11.18	0	20	0	20	1.78	1.78
0	1.2	0	3.56	3.56	3.56	3.56	3.56	3.56	3.56	3.56
0	1.2	0.01	3.54	3.58	3.56	3.56	3.54	3.56	3.52	3.6
0	1.2	0.02	3.52	3.6	3.56	3.56	3.52	3.6	3.5	3.62
0	1.2	0.03	3.5	3.6	3.56	3.56	3.5	3.62	3.46	3.66
0	1.2	0.04	3.48	3.62	3.56	3.56	3.48	3.64	3.42	3.7
0	1.2	0.05	3.48	3.64	3.56	3.56	3.44	3.68	3.38	3.74
0	1.2	0.06	3.46	3.66	3.54	3.58	3.42	3.72	3.36	3.78
0	1.2	0.07	3.44	3.68	3.5	3.62	3.38	3.76	3.32	3.82
0	1.2	0.08	3.42	3.7	3.46	3.66	3.36	3.8	3.3	3.88
0	1.2	0.09	3.42	3.72	3.42	3.7	3.32	3.84	3.26	3.92
0	1.2	0.1	3.4	3.74	3.36	3.76	3.28	3.88	3.24	3.96
0	1.2	0.11	3.4	3.76	3.3	3.82	3.24	3.94	3.2	4
0	1.2	0.12	3.38	3.78	3.22	3.9	3.2	3.98	3.18	4.04
0	1.2	0.13	3.38	3.8	3.14	3.98	3.16	4.04	3.16	4.08
0	1.2	0.14	3.36	3.82	3.06	4.06	3.12	4.1	3.14	4.12
0	1.2	0.15	3.36	3.84	2.98	4.14	3.06	4.16	3.12	4.16
0	1.2	0.16	3.36	3.88	2.88	4.24	3.02	4.22	3.1	4.2
0	1.2	0.17	3.36	3.9	2.78	4.36	2.98	4.3	3.08	4.26
0	1.2	0.18	3.36	3.92	2.66	4.46	2.92	4.36	3.06	4.3
0	1.2	0.19	3.36	3.94	2.54	4.58	2.88	4.44	3.04	4.34
0	1.2	0.2	3.36	3.96	2.42	4.72	2.82	4.52	3.02	4.36
0	1.2	0.21	3.36	3.98	2.28	4.86	2.78	4.6	3.02	4.4
0	1.2	0.22	3.38	4.02	2.16	5	2.72	4.68	3	4.44
0	1.2	0.23	3.38	4.04	2.02	5.14	2.68	4.78	3	4.48
0	1.2	0.24	3.4	4.06	1.86	5.28	2.62	4.86	3	4.52
0	1.2	0.25	3.4	4.08	1.72	5.46	2.56	4.96	2.98	4.54
0	1.2	0.26	3.42	4.12	1.54	5.62	2.5	5.06	2.98	4.58
0	1.2	0.27	3.44	4.14	1.38	5.8	2.46	5.16	2.98	4.6
0	1.2	0.28	3.46	4.18	1.2	5.98	2.4	5.26	2.98	4.62
0	1.2	0.29	3.48	4.2	1.02	6.18	2.34	5.38	3	4.64
0	1.2	0.3	3.5	4.24	0.84	6.38	2.28	5.48	3	4.66
0	1.2	0.31	3.54	4.26	0.64	6.58	2.22	5.6	3	4.66
0	1.2	0.32	3.56	4.3	0.44	6.8	2.16	5.72	3.02	4.68
0	1.2	0.33	3.6	4.32	0.24	7.02	2.1	5.86	3.02	4.68
0	1.2	0.34	3.64	4.36	0.02	7.26	2.04	5.98	3.04	4.68
0	1.2	0.35	3.66	4.4	0	7.5	1.98	6.12	3.06	4.66
0	1.2	0.36	3.72	4.44	0	7.74	1.92	6.26	3.08	4.66
0	1.2	0.37	3.76	4.48	0	8	1.86	6.4	3.1	4.64
0	1.2	0.38	3.8	4.52	0	8.26	1.8	6.54	3.12	4.6
0	1.2	0.39	3.84	4.56	0	8.54	1.72	6.7	3.16	4.58
0	1.2	0.4	3.9	4.6	0	8.82	1.66	6.86	3.18	4.52
0	1.2	0.41	3.96	4.64	0	9.1	1.6	7.02	3.22	4.48
0	1.2	0.42	4.02	4.68	0	9.4	1.54	7.18	3.24	4.4
0	1.2	0.43	4.08	4.74	0	9.72	1.48	7.36	3.28	4.34
0	1.2	0.44	4.14	4.78	0	10.04	1.4	7.52	3.32	4.24
0	1.2	0.45	4.22	4.84	0	10.38	1.34	7.7	3.36	4.14
0	1.2	0.46	4.28	4.88	0	10.72	1.28	7.9	3.42	4.02
0	1.2	0.47	4.36	4.94	0	11.08	1.22	8.08	3.46	3.88
0	1.2	0.48	4.44	5	0	11.44	1.14	8.28	3.5	3.72
0	1.2	0.49	4.54	5.06	0	11.82	1.08	8.48	3.56	3.56
0	1.2	0.5	4.62	5.12	0	12.22	1.02	8.7	3.56	3.56
0	1.2	0.51	4.72	5.18	0	12.62	0.94	8.9	3.56	3.56
0	1.2	0.52	4.8	5.24	0	13.04	0.88	9.12	3.56	3.56
0	1.2	0.53	4.9	5.32	0	13.48	0.8	9.36	3.56	3.56
0	1.2	0.54	5.02	5.4	0	13.92	0.74	9.58	3.56	3.56
0	1.2	0.55	5.12	5.46	0	14.4	0.68	9.82	3.56	3.56
0	1.2	0.56	5.24	5.54	0	14.88	0.6	10.06	3.56	3.56
0	1.2	0.57	5.36	5.62	0	15.38	0.54	10.32	3.56	3.56
0	1.2	0.58	5.48	5.72	0	15.9	0.46	10.58	3.56	3.56
0	1.2	0.59	5.6	5.8	0	16.36	0.4	10.84	3.56	3.56
0	1.2	0.6	5.74	5.9	0	16.8	0.32	11.12	3.56	3.56
0	1.2	0.61	5.88	5.98	0	17.24	0.26	11.38	3.56	3.56
0	1.2	0.62	6.02	6.08	0	17.68	0.18	11.68	3.56	3.56
0	1.2	0.63	6.18	6.2	0	18.12	0.12	11.96	3.56	3.56
0	1.2	0.64	6.32	6.3	0	18.58	0.04	12.26	3.56	3.56
0	1.2	0.65	6.5	6.42	0	19.02	0	12.56	3.56	3.56
0	1.2	0.66	6.66	6.54	0	19.5	0	12.88	3.56	3.56
0	1.2	0.67	6.84	6.66	0	19.98	0	13.2	3.56	3.56
0	1.2	0.68	7.02	6.78	0	20	0	13.52	3.56	3.56
0	1.2	0.69	7.2	6.92	0	20	0	13.84	3.56	3.56
0	1.2	0.7	7.4	7.04	0	20	0	14.14	3.56	3.56
0	1.2	0.71	7.6	7.18	0	20	0	14.44	3.56	3.56
0	1.2	0.72	7.8	7.34	0	20	0	14.74	3.56	3.56
0	1.2	0.73	8.02	7.48	0	20	0	15.04	3.56	3.56
0	1.2	0.74	8.26	7.64	0	20	0	15.34	3.56	3.56
0	1.2	0.75	8.48	7.8	0	20	0	15.64	3.56	3.56
0	1.2	0.76	8.72	7.98	0	20	0	15.96	3.56	3.56
0	1.2	0.77	8.98	8.14	0	20	0	16.28	3.56	3.56
0	1.2	0.78	9.24	8.32	0	20	0	16.6	3.56	3.56
0	1.2	0.79	9.52	8.52	0	20	0	16.92	3.56	3.56
0	1.2	0.8	9.8	8.7	0	20	0	17.24	3.56	3.56
0	1.2	0.81	10.1	8.9	0	20	0	17.56	3.56	3.56
0	1.2	0.82	10.4	9.1	0	20	0	17.9	3.56	3.56
0	1.2	0.83	10.66	9.3	0	20	0	18.22	3.56	3.56
0	1.2	0.84	10.92	9.52	0	20	0	18.56	3.56	3.56
0	1.2	0.85	11.2	9.74	0	20	0	18.9	3.56	3.56
0	1.2	0.86	11.48	9.96	0	20	0	19.24	3.56	3.56
0	1.2	0.87	11.74	10.18	0	20	0	19.56	3.56	3.56
0	1.2	0.88	12.04	10.42	0	20	0	19.92	3.56	3.56
0	1.2	0.89	12.34	10.66	0	20	0	20	3.56	3.56
0	1.2	0.9	12.64	10.9	0	20	0	20	3.56	3.56
0	1.2	0.91	12.92	11.14	0	20	0	20	3.56	3.56
0	1.2	0.92	13.22	11.4	0	20	0	20	3.56	3.56
0	1.2	0.93	13.52	11.66	0	20	0	20	3.56	3.56
0	1.2	0.94	13.84	11.92	0	20	0	20	3.56	3.56
0	1.2	0.95	14.18	12.18	0	20	0	20	3.56	3.56
0	1.2	0.96	14.5	12.46	0	20	0	20	3.56	3.56
0	1.2	0.97	14.82	12.72	0	20	0	20	3.56	3.56
0	1.2	0.98	15.14	13	0	20	0	20	3.56	3.56
0	1.2	0.99	15.48	13.3	0	20	0	20	3.56	3.56
0	1.2	1	15.84	13.58	0	20	0	20	3.56	3.56
0	1.3	0	5.32	5.3	5.32	5.32	5.32	5.32	5.32	5.32
0	1.3	0.01	5.28	5.34	5.32	5.32	5.3	5.34	5.26	5.36
0	1.3	0.02	5.26	5.36	5.32	5.32	5.26	5.36	5.2	5.42
0	1.3	0.03	5.24	5.38	5.32	5.32	5.22	5.4	5.16	5.48
0	1.3	0.04	5.2	5.42	5.32	5.32	5.2	5.44	5.1	5.54
0	1.3	0.05	5.18	5.44	5.32	5.32	5.16	5.48	5.06	5.6
0	1.3	0.06	5.16	5.48	5.32	5.32	5.12	5.52	5	5.66
0	1.3	0.07	5.14	5.5	5.32	5.32	5.08	5.56	4.96	5.72
0	1.3	0.08	5.12	5.54	5.28	5.34	5.04	5.62	4.9	5.78
0	1.3	0.09	5.1	5.56	5.24	5.38	4.98	5.68	4.86	5.86
0	1.3	0.1	5.08	5.6	5.2	5.42	4.94	5.74	4.82	5.92
0	1.3	0.11	5.06	5.62	5.14	5.48	4.9	5.8	4.78	5.98
0	1.3	0.12	5.04	5.66	5.08	5.54	4.84	5.86	4.74	6.06
0	1.3	0.13	5.02	5.68	5.02	5.62	4.8	5.92	4.68	6.12
0	1.3	0.14	5	5.72	4.94	5.68	4.74	6	4.66	6.2
0	1.3	0.15	4.98	5.74	4.86	5.78	4.7	6.06	4.62	6.26
0	1.3	0.16	4.98	5.78	4.76	5.86	4.64	6.14	4.58	6.34
0	1.3	0.17	4.96	5.82	4.66	5.96	4.58	6.22	4.54	6.4
0	1.3	0.18	4.96	5.84	4.56	6.06	4.52	6.3	4.5	6.48
0	1.3	0.19	4.96	5.88	4.46	6.18	4.48	6.4	4.48	6.56
0	1.3	0.2	4.94	5.92	4.34	6.3	4.42	6.48	4.46	6.62
0	1.3	0.21	4.94	5.94	4.22	6.42	4.36	6.58	4.42	6.7
0	1.3	0.22	4.94	5.98	4.08	6.56	4.3	6.68	4.4	6.78
0	1.3	0.23	4.94	6.02	3.96	6.7	4.24	6.78	4.38	6.84
0	1.3	0.24	4.94	6.06	3.82	6.84	4.18	6.88	4.36	6.92
0	1.3	0.25	4.96	6.1	3.66	7	4.12	7	4.34	6.98
0	1.3	0.26	4.96	6.14	3.52	7.16	4.04	7.1	4.32	7.06
0	1.3	0.27	4.98	6.18	3.36	7.34	3.98	7.22	4.3	7.12
0	1.3	0.28	4.98	6.22	3.18	7.52	3.92	7.34	4.28	7.2
0	1.3	0.29	5	6.26	3.02	7.7	3.86	7.48	4.28	7.26
0	1.3	0.3	5.02	6.3	2.84	7.9	3.78	7.6	4.26	7.34
0	1.3	0.31	5.04	6.34	2.64	8.1	3.72	7.74	4.26	7.4
0	1.3	0.32	5.06	6.38	2.46	8.3	3.66	7.88	4.26	7.46
0	1.3	0.33	5.08	6.44	2.26	8.52	3.58	8.02	4.26	7.52
0	1.3	0.34	5.12	6.48	2.04	8.74	3.52	8.16	4.26	7.58
0	1.3	0.35	5.14	6.52	1.84	8.98	3.46	8.32	4.26	7.62
0	1.3	0.36	5.18	6.58	1.62	9.22	3.38	8.46	4.26	7.68
0	1.3	0.37	5.22	6.62	1.4	9.46	3.32	8.62	4.28	7.72
0	1.3	0.38	5.26	6.68	1.18	9.72	3.24	8.8	4.28	7.76
0	1.3	0.39	5.3	6.74	0.94	10	3.18	8.96	4.3	7.8
0	1.3	0.4	5.34	6.78	0.7	10.28	3.1	9.14	4.3	7.84
0	1.3	0.41	5.4	6.84	0.44	10.56	3.04	9.32	4.32	7.86
0	1.3	0.42	5.44	6.9	0.2	10.86	2.96	9.5	4.34	7.88
0	1.3	0.43	5.5	6.96	0	11.16	2.88	9.68	4.36	7.9
0	1.3	0.44	5.56	7.02	0	11.48	2.82	9.88	4.4	7.9
0	1.3	0.45	5.62	7.1	0	11.82	2.74	10.08	4.42	7.9
0	1.3	0.46	5.68	7.16	0	12.16	2.68	10.28	4.44	7.9
0	1.3	0.47	5.76	7.22	0	12.52	2.6	10.5	4.48	7.86
0	1.3	0.48	5.82	7.3	0	12.88	2.52	10.72	4.52	7.84
0	1.3	0.49	5.9	7.36	0	13.26	2.46	10.94	4.56	7.78
0	1.3	0.5	5.98	7.44	0	13.66	2.38	11.16	4.6	7.74
0	1.3	0.51	6.08	7.52	0	14.06	2.3	11.4	4.64	7.66
0	1.3	0.52	6.16	7.6	0	14.48	2.22	11.64	4.7	7.56
0	1.3	0.53	6.26	7.68	0	14.92	2.16	11.88	4.74	7.46
0	1.3	0.54	6.36	7.76	0	15.36	2.08	12.14	4.8	7.32
0	1.3	0.55	6.46	7.86	0	15.84	2	12.4	4.86	7.18
0	1.3	0.56	6.56	7.94	0	16.32	1.92	12.66	4.92	7
0	1.3	0.57	6.68	8.04	0	16.84	1.84	12.94	4.98	6.8
0	1.3	0.58	6.8	8.14	0	17.36	1.76	13.22	5.04	6.56
0	1.3	0.59	6.92	8.24	0	17.9	1.7	13.5	5.1	6.28
0	1.3	0.6	7.04	8.34	0	18.46	1.62	13.78	5.18	5.96
0	1.3	0.61	7.18	8.44	0	18.98	1.54	14.08	5.26	5.58
0	1.3	0.62	7.3	8.56	0	19.42	1.46	14.38	5.32	5.32
0	1.3	0.63	7.46	8.68	0	19.86	1.38	14.7	5.32	5.32
0	1.3	0.64	7.6	8.8	0	20	1.3	15.02	5.32	5.32
0	1.3	0.65	7.76	8.92	0	20	1.22	15.34	5.32	5.32
0	1.3	0.66	7.92	9.04	0	20	1.14	15.68	5.32	5.32
0	1.3	0.67	8.08	9.16	0	20	1.06	16.02	5.32	5.32
0	1.3	0.68	8.26	9.3	0	20	0.98	16.36	5.32	5.32
0	1.3	0.69	8.44	9.44	0	20	0.88	16.68	5.32	5.32
0	1.3	0.7	8.62	9.58	0	20	0.8	17	5.32	5.32
0	1.3	0.71	8.82	9.72	0	20	0.72	17.3	5.32	5.32
0	1.3	0.72	9.02	9.88	0	20	0.64	17.6	5.32	5.32
0	1.3	0.73	9.24	10.04	0	20	0.54	17.92	5.32	5.32
